salary,city,post_time,max_salary,url,company,title,min_salary
20000-30000/月,北京-通州区,12-31,30000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",诚信贷,python高级工程师,20000
15000-25000/月,北京,12-31,25000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",北京天行汇通信息技术有限公司,Python开发工程师,15000
15000-25000/月,北京,12-31,25000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",北京捷通华声科技股份有限公司,Python开发工程师,15000
10000-14999/月,成都,12-31,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",高伟达软件股份有限公司,python工程师,10000
10000-15000/月,北京-海淀区,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",海致网络技术（北京）有限公司,数据研发工程师（python）,10000
15000-30000/月,上海-长宁区,12-30,30000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",上海岂安信息科技有限公司,Python研发工程师,15000
6000-15000/月,上海-普陀区,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",盘石软件（上海）有限公司,python 开发工程师,6000
15000-19999/月,上海-虹口区,12-30,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",通联数据股份公司,python开发工程师-上海-00095,15000
10000-20000/月,北京-海淀区,12-30,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",上海易鑫融资租赁有限公司,研发工程师（Python/Java）,10000
5000-10000/月,上海-闵行区,12-30,10000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",趣送信息技术（上海）有限公司,初级或中级Python 工程师,5000
8000-9999/月,南京-江宁区,12-30,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",上海如旺电子商务有限公司,Python工程师,8000
15000-20000/月,广州,12-30,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",广州德利信息科技有限公司,Python高级工程师,15000
10000-14999/月,异地招聘,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",南京泉点商务服务有限公司,python开发（上海长宁区）,10000
10000-14999/月,广州,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",广州市两棵树网络科技有限公司,Python,10000
8000-20000/月,北京-丰台区,12-30,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",尚正（北京）信息技术有限公司,python开发工程师,8000
15000-19999/月,北京,12-30,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",北京先进数通信息技术股份公司,Python软件开发工程师,15000
10000-20000/月,广州-天河区,12-31,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",广州拓衡信息科技有限公司,Python开发工程师,10000
5000-7000/月,广州-天河区,12-31,7000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",广州市小蛋壳文化传播有限责任公司,Python工程师,5000
15000-19999/月,广州-天河区,12-31,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",广州杰颉软件科技有限公司,python/c工程师,15000
10000-14999/月,异地招聘,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",国云科技股份有限公司,python开发工程师,10000
25000-29999/月,北京-海淀区,12-30,29999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",智课教育科技,Python开发工程师,25000
5000-10000/月,珠海,12-30,10000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",深圳市普智正元科技传媒有限公司,Python研发工程师,5000
7000-12000/月,深圳,12-30,12000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",深圳联金所金融信息服务有限公司,Python服务器端工程师,7000
12000-15000/月,成都-高新区,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",成都知数科技有限公司,Python研发经理,12000
10000-14999/月,北京-东城区,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",北京东方金信科技有限公司,Python开发工程师,10000
10000-14999/月,广州-番禺区,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",广州市天诺营销策划有限公司,Python/Django开发工程师,10000
15000-19999/月,北京,12-30,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",小叶子（北京）科技有限公司,Python,15000
