salary,city,post_time,title,url,company
,上海,12-31,IT Secruity Manager,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",盖璞（上海）商业有限公司(Gap Ch...
10-15万/年,上海-嘉定区,12-31,上海_百度糯米_数据采集专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",北京糯米网科技发展有限公司
6000-9000/月,南京-白下区,12-31,C研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",江苏欣网视讯软件技术有限公司
10-15万/年,苏州-工业园区,12-31,生物信息工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",苏州贝康医疗器械有限公司
10000-20000/月,苏州-工业园区,12-31,php开发经理 / 架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",财创信息科技（上海）有限公司
10000-14999/月,深圳,12-31,软件（算法）工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",深圳市华讯方舟科技有限公司
10-20/月,深圳-龙岗区,12-31,金融数据挖据工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",深圳市爱智慧科技有限公司
6000-12000/月,杭州,12-31,数据分析师（大数据）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",杭州中奥科技有限公司
,苏州,12-31,研发类实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",博世汽车部件（苏州）有限公司
,珠海,12-31,研发部实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",博世（珠海）安保系统有限公司
,苏州-工业园区,12-31,IoT Cloud DevOps Engineer,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",博世（中国）投资有限公司苏州分公司
4000-7000/月,成都-高新区,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",四川华业智创科技有限公司
10000-14999/月,上海-闵行区,11-23,python自动化开发测试/pnp 测试,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",东软集团股份有限公司
6000-7999/月,济南,11-23,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",浪潮世科（山东）信息技术有限公司...
12000-20000/月,北京-朝阳区,11-21,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",北京号外天下网络技术有限公司
10000-14999/月,上海-徐汇区,11-21,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",高锐视讯有限公司
5000-10000/月,长沙-岳麓区,11-21,高级Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",长沙聚簇云网络科技有限公司
4500-5999/月,南京-江宁区,11-21,Python软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",南京德普达电子技术有限公司
20000-35000/月,上海-浦东新区,12-31,自动化测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",上海你我贷互联网金融信息服务有限...
8000-15000/月,深圳-宝安区,12-31,手机游戏运维,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",深圳橙游科技有限公司
8000-15000/月,北京-东城区,12-31,风控经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",北京天天有余科技有限公司
15000-30000/月,深圳-福田区,12-31,区块链工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",飞马大宗投资有限公司
8000-9999/月,北京-昌平区,12-31,大数据研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",北京清鹤科技有限公司
4500-5999/月,广州-天河区,12-31,游戏开发工程师-2017届,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",广州小丑鱼信息科技有限公司
5000-10000/月,济南,12-31,数据分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",济南聚冠电子有限公司
6000-12000/月,北京-东城区,12-31,IT运维,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",北京英嘉联合科技有限公司
4500-5999/月,深圳-南山区,12-31,数据挖掘实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",深圳智扬信达信息技术有限公司
8000-20000/月,东莞-东城区,12-31,工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",旺盈印刷集团（国际）有限公司
10000-14999/月,北京-海淀区,12-31,芯片设计工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",大唐半导体设计有限公司
8000-9999/月,杭州,12-31,高级运维工程师/产品经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",杭州康客科技有限公司
6000-12000/月,武汉,12-31,运维工程师（周末双休/五险一金）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",湖北东日威华信息技术有限公司
8000-16000/月,长沙,12-31,云存储系统架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",长沙景嘉微电子股份有限公司
15000-19999/月,北京-朝阳区,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",深圳前海联动云汽车租赁有限公司
10000-14999/月,北京-朝阳区,12-31,运维开发工程师（DevOps）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",北京百华悦邦科技股份有限公司
4500-5999/月,北京-西城区,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",青岛英凯利信息科技有限公司
15000-25000/月,上海-浦东新区,12-31,高级WEB开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",上海联寓智能科技有限公司
4000-12000/月,北京-通州区,12-31,高级绑定师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",北京以便以谢诺彤数字科技有限公司
10000-14999/月,上海,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",数营米谱（上海）网络科技有限公司
5000-8000/月,北京-西城区,12-31,IT技术运营/支撑/维护,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",北京安信远腾科技有限公司
4000-8000/月,广州-天河区,12-31,网络运维专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",广州数远网络科技有限公司
15000-30000/月,哈尔滨,12-31,三维点云重建算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",哈尔滨布衣佰科技有限公司
8000-9999/月,上海,12-31,系统运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海巨应网络科技有限公司
10000-14999/月,北京-海淀区,12-31,金融分析师（接受应届毕业生）/高级金融分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",东方微银网络信息（北京）有限公司
8000-9999/月,上海,12-31,GIS数据处理工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海三高计算机中心股份有限公司
10000-14999/月,广州-越秀区,12-31,BI可视化分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",广州光汇软件科技有限公司
4500-5999/月,济南,12-31,JAVA软件开发实习+双休+五险,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",中软卓越（济南）
15000-25000/月,上海-浦东新区,12-31,IT运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",海蓝（上海）电子商务有限公司
5000-10000/月,天津-滨海新区,12-31,php工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",宝晟易捷科技发展（天津）有限公司
,北京-丰台区,12-31,SEO经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",房天下（北京）
10000-14999/月,北京,12-31,Java高级开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",南京华苏科技有限公司
10000-14999/月,武汉,12-31,数据开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",岗岭集团(1药网)
10000-14000/月,上海-杨浦区,12-31,测试主管,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",小春信於（上海）网络科技有限公司
10000-14999/月,武汉-洪山区,12-31,软件开发经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",迈德同信（武汉）科技股份有限公司
10000-20000/月,上海,12-31,Java/J2EE开发专家/主管,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",英立视（影莅弛）数码电视集团
10000-14999/月,北京-海淀区,12-31,中高级测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",北京恒光信息技术股份有限公司
8000-9999/月,上海-闵行区,12-31,C++软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",上海安威士科技股份有限公司
10000-14999/月,上海-黄浦区,12-31,系统运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",南极电商（上海）有限公司
7000-10000/月,杭州-江干区,12-31,Linux系统管理员(运维),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",浙江新盛蓝科技有限公司
6000-8000/月,上海-浦东新区,12-31,seo专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",上海数奇投资管理有限公司
2500元/天,北京,12-29,Python讲师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",北京沃赢科技股份有限公司
5000-7000/月,苏州-工业园区,12-29,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",苏州明星芸企业管理有限公司
8000-9999/月,杭州-西湖区,12-29,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",常熟市浙大紫金光电技术研究中心
5000-15000/月,长沙,12-29,Java/Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",湖南天云软件技术有限公司
8000-9999/月,北京,12-29,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",北京经纬恒润科技有限公司
8000-9999/月,北京,12-29,python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",北京天融信科技股份有限公司
8000-15000/月,上海-闵行区,11-29,python后端开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",上海逸铮铭金融信息服务有限公司
8000-20000/月,北京-朝阳区,11-29,Python/图形软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",首汇焦点（北京）科技有限公司
8000-12000/月,北京-海淀区,11-29,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",宏光科技（北京）有限公司
6000-7999/月,南京-秦淮区,11-29,Python后台开发工程师/软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",南京臻超科技有限责任公司
20000-24999/月,北京,11-29,"自动化测试工具开发（java,python)","http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",北京云测信息技术有限公司
15000-19999/月,上海-浦东新区,12-26,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",上海炫踪网络股份有限公司
1-15000/月,苏州,12-26,Linux QA(Python),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",亿磐系统科技（苏州）有限公司
10000-25000/月,异地招聘,12-26,Python对日软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",阿富络希信息科技（济南）有限公司
8000-16000/月,成都,12-21,python开发工程师—入职就买6险1金/工资不打折,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",成都吉胜科技有限责任公司
5000-10000/月,北京-海淀区,12-21,Python研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",北京国保金泰信息安全技术有限公司
4000-6000/月,北京-朝阳区,12-21,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",北京能融恒通科技有限公司
5000-8000/月,深圳-福田区,11-04,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",北京创新在线网络技术有限公司
8000-9999/月,上海-嘉定区,11-04,python后端开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",上海金灯台信息科技有限公司
2000-2999/月,邯郸,11-03,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",邯郸市民腾计算机技术服务有限公司
8000-15000/月,北京-海淀区,11-02,Python/C++软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",概伦电子科技有限公司
10000-14999/月,深圳-南山区,11-01,python后台开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",深圳市云趣网络科技股份有限公司
4500-5999/月,广州-番禺区,12-31,影视包装师 特效师  特效包装师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",广州圣典文化传播有限公司
10000-14999/月,深圳-宝安区,12-31,web渗透工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",深圳市互优科技有限公司
10000-14999/月,上海,12-31,BI工程师（石油部）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",上海亚太计算机信息系统有限公司
8000-15000/月,北京-朝阳区,12-31,程序化交易工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",北京迈特克科技有限公司
15000-19999/月,上海-浦东新区,12-31,运维经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",固金所互联网金融信息服务（上海）...
20-30万/年,上海-浦东新区,12-31,系统管理员/网络管理员（集团旗下财务公司代招）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",上海华信国际集团有限公司
4500-5999/月,南昌,12-31,开发工程师（需出国短期学习）5K双休,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",合肥诺博源软件科技有限公司南昌分...
15000-25000/月,广州,12-31,算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",广州星唯信息科技有限公司
15000-19999/月,上海-静安区,12-31,.net技术开发经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",上海灵颖文化传播有限公司
10000-14999/月,深圳,12-31,高级软件测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",深圳友门鹿网络科技有限公司
6000-7999/月,上海-徐汇区,12-31,网站开发维护专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",上海银发无忧科技发展有限公司
10000-14999/月,上海-徐汇区,12-31,手游服务器工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",汇众网络
15000-19999/月,南京,12-31,Senior Software Engineer,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",思杰系统信息技术（北京）有限公司...
10000-14999/月,上海-浦东新区,12-31,BI高级研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",上海拍拍贷金融信息服务有限公司
10000-20000/月,深圳-福田区,12-31,互联网数据研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",深圳市世联土地房地产评估有限公司
4000-6000/月,兰州,12-31,程序技术人员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",甘肃明伟网络科技有限责任公司
8000-15000/月,上海-浦东新区,12-31,Web自动化测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",Goopay谷宝
7000-14000/月,昆山,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",苏州国际精英创业周服务中心（苏州...
6000-10000/月,天津-南开区,12-31,测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",天津棕榈铂锐国际贸易有限公司
8000-15000/月,异地招聘,12-31,数据工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",深圳市利讯互联网金融服务有限公司
10000-20000/月,南京-江宁区,12-31,资深Linux开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",江苏北斗星通汽车电子有限公司
15000-19999/月,上海-浦东新区,12-31,高级自动化测试工程师(J10574),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",沪江
15000-19999/月,异地招聘,12-31,测试经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",OPPO
9000-15000/月,武汉-武昌区,12-31,linux服务器运维人员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",武汉角斗士网络科技有限公司
3000-8000/月,成都-高新区,11-21,Python工程师（数据工程师）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",成都九鼎天元知识产权代理有限公司
8000-12000/月,广州-越秀区,11-20,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",广州元因信息科技有限公司
6000-7999/月,武汉-洪山区,11-19,Python软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",武汉金读科技有限公司
8000-9999/月,东莞-南城区,11-18,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",东莞市铨鼎计算机软件开发有限公司
10000-14999/月,佛山,11-18,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",佛山市银刃信息技术服务有限公司
10000-20000/月,深圳-福田区,11-18,Python中高级开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",博彦科技（深圳）有限公司
10000-14999/月,重庆-南岸区,12-31,运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",深圳市拓保软件有限公司
10000-14999/月,杭州-上城区,12-31,大数据开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",浙江七巧板信息科技股份有限公司
5000-5500/月,深圳-南山区,12-31,市场部专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",深圳市火星网络有限公司
15000-19999/月,上海,12-31,测试工程师（自动化）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",上海数禧金融信息服务有限公司
10000-20000/月,深圳,12-31,高级运维开发工程师（游戏行业）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html","R2 GAME CO.,LIMITED"
10000-14999/月,宁波-江北区,12-31,微信开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",宁波市博创盛联实业有限公司
10000-14999/月,宁波,12-31,微信开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",宁波市好味当餐饮股份有限公司
30-40万/年,异地招聘,12-31,NC软件开发经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",秦皇岛康姿百德高新技术开发有限公司
6000-12000/月,杭州-滨江区,12-31,青少年信息学教师\青少年计算机编程教师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",杭州童程教育科技有限公司
10000-14999/月,宁波,12-31,Linux运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",宁波海大物联科技有限公司
8000-9999/月,北京-通州区,12-31,数据分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,28.html",桑德再生资源投资控股有限公司
4500-5999/月,重庆-南岸区,12-31,信息安全工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",讯之美物联网服务有限公司
10000-14999/月,北京-朝阳区,12-31,安卓Android客户端开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",北京京润恒远科技有限公司
8000-16000/月,深圳-南山区,12-31,数据库系统工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",深圳市益帮科技有限公司
15000-19999/月,深圳-南山区,12-31,自动化测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",深圳市道通科技股份有限公司
10000-20000/月,杭州-拱墅区,12-31,测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",金诚集团
10000-14999/月,丽水,12-31,数据库工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",意尔康股份有限公司
8000-16000/月,异地招聘,12-31,测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",深圳市拓保软件有限公司
20000-25000/月,成都,12-31,C++服务端主程,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",成都雨神电竞科技股份有限公司
20000-30000/月,深圳-福田区,12-31,高级软件研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",深圳小库科技有限公司
15000-19999/月,上海,12-31,软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",动视信息技术（上海）有限公司
10000+ /月,西安,12-31,hadoop开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",上海汇纳信息科技股份有限公司
9000-18000/月,北京-西城区,12-31,高级运维工程师、运维经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",北京爱农驿站科技服务有限公司
6000-15000/月,广州-天河区,12-31,php工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",广州市千旭网络科技有限公司
6000-12000/月,上海-宝山区,12-31,测试工程师（偏软件方向）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海雍敏信息科技有限公司
8000-15000/月,上海,12-31,急聘运维工程师（上市+环境好+晋升空间大）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海大汉三通通信股份有限公司
15000-20000/月,深圳-龙岗区,12-31,高级软件测试工程师/测试经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",上海易立德企业管理咨询有限公司
10000-14999/月,南京-建邺区,12-31,性能测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",南京唯实科技有限公司
10000-20000/月,北京,12-31,大数据工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",北京北大软件工程股份有限公司
8000-20000/月,南京-雨花台区,12-31,算法工程师（高级算法工程师）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",南京泰立瑞信息科技有限公司
4000-8000/月,郑州-高新区,12-31,linux运维,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",河南掌中乐玩文化传播有限公司
10000-14999/月,北京-昌平区,12-31,嵌入式软件开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",北京智行者科技有限公司
10000-18000/月,北京-海淀区,12-31,后端开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",北京华纬讯电信技术有限公司
6000-7999/月,武汉-武昌区,12-31,web前端开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",迈思腾科技（武汉）有限公司
15000-25000/月,上海-静安区,12-31,高级测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",蘑菇租房
6000-7999/月,苏州,12-31,TA（技术美术）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",苏州工业园区乐美馆软件有限公司
4000-10000/月,昆明,12-31,软件开发人员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",云南睿仁企业管理有限公司
4500-5999/月,异地招聘,12-31,数据开发实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",西安腾霄企业管理咨询有限公司
10000-14999/月,深圳-南山区,12-31,（C++后台开发工程师）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",深圳市乐易网络股份有限公司
8000-9999/月,武汉-江岸区,12-31,SEO/SEM经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",武汉雅匠装饰设计有限公司
15000-19999/月,北京-海淀区,11-01,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",北京荣之联科技股份有限公司
8000-12000/月,北京-朝阳区,11-01,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",北京睿智融科控股股份有限公司
8000-12000/月,异地招聘,10-31,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",北京微智信业科技有限公司
6000-7999/月,东莞,10-31,PYTHON 开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",广东嘉荣超市有限公司
20000-24999/月,上海,12-30,Python开发运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",睿程（上海）人才咨询有限公司
15000-19999/月,上海-杨浦区,12-30,"Python 研发工程师 - JavaScript, HTML, CSS","http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",上海英复德人才服务有限公司
8000-9999/月,北京-朝阳区,12-31,PHP技术工程师（游戏公司/五险一金）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",奇天乐地科技（北京）有限公司
15000-19999/月,上海-浦东新区,12-31,算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",上海腾道信息技术有限公司
,异地招聘,12-31,Java架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",苏州工业园区凌志软件股份有限公司
25000-29999/月,北京,12-31,Web Developer - (Embedded Switch),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",飞塔信息科技（北京）有限公司
20000-24999/月,北京-海淀区,12-31,高级java工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",北京中发时代科技发展有限责任公司
4000-8000/月,无锡,12-31,WEB软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",无锡三通科技有限公司
6000-9000/月,深圳-南山区,12-31,中级JAVA开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",易交易科技（深圳）有限公司
10000-15000/月,广州,12-31,高级java后台工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",广州易幻网络科技有限公司
300000-420000/年,北京-朝阳区,12-31,大数据风控经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",江苏车置宝信息科技股份有限公司
10000-14999/月,广州-天河区,12-31,大数据云计算,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",广州商脉网络科技有限公司
10000-14999/月,上海-普陀区,12-31,Sr System Application Engineer,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",江森自控（中国）投资有限公司
7000-13000/月,珠海,12-31,嵌入式软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",珠海智城信息技术有限公司
,北京,12-31,测试软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,29.html",联想集团
8000-12000/月,杭州,12-31,数据工程师（智慧园区管理中心）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",绿城物业服务集团有限公司
10000-14999/月,北京-海淀区,12-31,高级linux研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",北京云端时代科技股份有限公司
20000-30000/月,上海-虹口区,12-31,研究员（量化方向）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",麟龙科技股份有限公司
4500-5999/月,异地招聘,12-31,测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",苏州海光芯创光电科技有限公司
10000-14999/月,北京,12-31,嵌入式软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",新港海岸（北京）科技有限公司
5000-10000/月,成都-高新区,12-31,数据分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",四川汇安融信息技术服务有限公司
25000-50000/月,北京-海淀区,12-31,高级.net开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,26.html",北京雄鹰教育科技有限公司
6000-9000/月,深圳-龙岗区,12-31,网络信息安全工程师 系统工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",深圳市鑫达时科技开发有限公司
