salary,city,post_time,title,url,company
15000-19999/月,北京-海淀区,12-31,php/Java/Python/C++开发工程师-平台,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",星河互联集团有限公司
10000-20000/月,上海,12-31,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",上海吾游信息技术有限公司
10000-14999/月,上海,12-31,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",上海浦东软件园汇智软件发展有限公司
15000-19999/月,北京,12-31,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",北京艾斯克雷科技有限责任公司
10000-14999/月,南京-江宁区,11-18,Python后台开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",南京旭丹信息科技有限公司
10000-20000/月,上海-浦东新区,11-17,高级python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",上海葵谷金融信息服务有限公司
12000-24000/月,上海-虹口区,11-17,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",上海珍岛信息技术有限公司
10000-20000/月,北京-海淀区,11-17,高级python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",北京智海创讯信息技术有限公司
5000-10000/月,武汉-洪山区,11-17,Python C#软件开发工程师/.net程序员/C++ C软件开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",湖北圣伦科技有限公司
8000-20000/月,上海-浦东新区,12-30,Python程序员(游戏开发),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",上海指玩网络科技有限公司
15000-19999/月,深圳-南山区,12-30,Python高级开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",深圳市金昔科技发展有限公司
10000-14999/月,北京,12-30,python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",北京腾信软创科技股份有限公司
10000-14999/月,杭州-西湖区,12-30,Python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",杭州麦苗网络技术有限公司
10000-14999/月,苏州-工业园区,11-28,Python后台开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",苏州思必驰信息科技有限公司
10000-14999/月,北京-海淀区,11-28,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",北京中科云谱物联技术有限公司
15000-19999/月,深圳-福田区,11-28,PYTHON中级工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",前海云游数据运营（深圳）有限公司
6000-7999/月,成都,11-28,python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",成都云志科技有限公司
8000-11000/月,深圳-南山区,11-28,python后台开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",深圳市水来了实业有限公司
8000-12000/月,成都-高新区,11-28,python后端工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",成都浩泊云动科技有限公司
4500-8000/月,成都-武侯区,12-31,服务器维护工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",成都望子成龙学校
10000-14999/月,上海-浦东新区,12-31,高级软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",上海吾幸网络科技有限公司
15000-25000/月,广州,12-31,PHP开发工程师(主管),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",广州创思信息技术有限公司
10000-20000/月,合肥,12-31,图形学算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",哈工大机器人（合肥）国际创新研究院
15000-19999/月,异地招聘,12-31,百度云计算事业部_AI应用高级研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",百度在线网络技术（北京）有限公司
8000-12000/月,广州-越秀区,12-31,iOS高级软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",广州球霸信息科技有限公司
16000-30000/月,上海,12-31,资深数据分析师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",美囤妈妈（上海）电子商务有限公司
8-10万/年,西安,12-31,软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",西安悦锦电子信息科技有限公司
10000-14999/月,深圳-福田区,12-31,运维开发工程师（深圳）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",平安科技（深圳）有限公司
10000-14999/月,上海-浦东新区,12-31,量化交易系统架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海派驰投资管理有限公司
6000-7999/月,济南,12-31,数据库管理员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",山东物流集团有限公司
4000-8000/月,深圳-福田区,12-31,数据产品专员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",深圳前海融金所投资管理有限公司
10000-14999/月,西安,12-31,软件测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",北京冠群国际科技有限公司
6000-7999/月,北京-朝阳区,12-31,产品经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",中青联盟大数据研究（北京）有限公司
12000-17999/月,上海-浦东新区,12-31,嵌入式硬件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",于斯教育科技（上海）有限公司
10000-14999/月,深圳-南山区,12-31,性能测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",深圳势必可赢科技有限公司
6000-7000/月,北京,12-31,央视新媒体-技术维护,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",北京中电高科技电视发展有限公司
15000-25000/月,上海,12-31,Golang开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",上海瑞酷数码科技有限公司
8000-10000/月,上海,12-31,爬虫工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",上海平稳航空服务有限公司
10000-14999/月,上海-长宁区,12-31,Java开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",上海树盈信息技术有限公司
15000-19999/月,上海-黄浦区,12-31,Java后台工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,21.html",中诚逸信资产管理（上海）有限公司
3000-6000/月,武汉,12-20,python研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",武汉飞脉科技有限责任公司
12000-25000/月,杭州,12-20,中高级软件工程师（C++、python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",北京匡恩网络科技有限责任公司
8000-15000/月,深圳-南山区,12-20,python后台开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",深圳市埃提思科技开发有限公司
10000-14999/月,上海-浦东新区,12-20,Python软件开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",上海呈祥信息技术有限公司
15000-19999/月,北京-朝阳区,12-20,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",云量科技（北京）有限责任公司
8000-9999/月,上海-浦东新区,12-20,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,14.html",上海智和信息技术有限公司
7000-12000/月,广州-白云区,12-31,PHP开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",广州朗讯猛虎汽车检测有限公司
4500-7000/月,郑州-高新区,12-31,研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",郑州金惠计算机系统工程有限公司
10000-100000/月,上海-虹口区,12-31,量化投资总监,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",上海申毅投资股份有限公司
10000-14999/月,上海,12-31,web前端开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",上海兴岩信息科技有限公司
6000-7999/月,上海-黄浦区,12-31,IT技术支持,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",上海外滩云财金融服务有限公司
5000-10000/月,上海-奉贤区,12-31,ERP工程师  ERP Engineer (User Support),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,22.html",道晟灯具（上海）有限公司
10000-25000/月,上海-浦东新区,12-28,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",上海进馨网络科技有限公司（纳米盒）
10000-14999/月,昆山,12-28,云计算Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",苏州中德宏泰电子科技股份有限公司
8000-15000/月,成都-高新区,12-28,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",海南太美航空（控股）有限公司
8000-9999/月,上海,12-28,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",上海蓝灯数据科技股份有限公司
10-15万/年,西安-高新技术...,12-28,高级python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",杭州盈丰软件股份有限公司
9000-16000/月,上海,12-28,JAVA开发工程师（python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",东方融资网
20-40/年,深圳-南山区,12-28,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,11.html",深圳欣泰然科技有限公司
10000-14999/月,成都,12-30,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",成都四方伟业软件股份有限公司
4500-5999/月,南京,12-30,Python数据采集&挖掘 工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",索引留学
8000-12000/月,武汉-江汉区,12-30,Go/C#/Java/python/C 资深研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",武汉慧通远达信息技术有限公司
2000-2999/月,杭州-滨江区,12-30,python实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",杭州惠誉信息科技有限公司
10000-14999/月,北京-海淀区,12-30,liunx运维工程师（有python开发经验）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",北京人和创建信息技术有限公司
10000-14999/月,北京-朝阳区,12-30,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,7.html",蓝港互动集团
8000-14999/月,武汉-洪山区,12-29,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",北京安软信科信息技术有限公司
,上海,12-29,后端数据工程师（python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",宏达通讯有限公司（HTC）
10-15万/年,北京,12-29,Python软件研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",上海帝联信息科技股份有限公司
7000-14000/月,南京,12-29,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",上海睿泰企业管理集团有限公司
15000-19999/月,深圳,12-29,Python开发工程师-大数据产品,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,10.html",日立咨询信息技术（广州）有限公司
15000-19999/月,北京-海淀区,12-06,Python高级工程师/架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",江苏鸿信系统集成有限公司
15000-19999/月,北京,12-06,Java（Python/大数据）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",北京易鑫信息科技有限公司
20000-24999/月,北京,12-05,Python研发工程师（中高级）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",掌阅科技股份有限公司
10000-25000/月,北京-朝阳区,12-05,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",北京鸿云亚信科技有限公司
30000-39999/月,上海,12-05,CORE STRATEGIST DEVELOPER_ C++/ JAVA/ PYTHON,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",华尔特人才咨询（上海）有限公司
2000-2999/月,上海-宝山区,12-05,python实习生,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",上海能登数字科技有限公司
8000-9999/月,苏州-高新区,12-05,Web server架构师（Python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,16.html",苏州播报鸟信息科技有限公司
10000-14999/月,深圳-龙岗区,12-31,研发工程师（WEB/python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",深圳市星商电子商务有限公司
10000-20000/月,杭州,12-31,Linux python开发运维,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",杭州联众医疗科技股份有限公司
15000-25000/月,深圳-南山区,12-31,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",深圳大睿智科技发展有限公司
15000-19999/月,北京-朝阳区,12-31,python算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",北京量子金服网络科技有限公司
15000-19999/月,上海-闵行区,12-31,web后端开发（python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",上海犇众信息技术有限公司
15000-19999/月,上海-杨浦区,12-31,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,2.html",无锡华云数据技术服务有限公司
8000-9999/月,长沙-岳麓区,12-30,Python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",深圳市原形信息技术有限公司
8000-10000/月,成都,12-30,Python Developer Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",昊盈信息技术（成都）有限公司
7000-10000/月,成都,12-30,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",四川摩奇信息技术有限公司
10000-14999/月,上海-浦东新区,12-30,软件开发工程师(Python/C),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",上海微仓网络科技有限公司
3000-5000/月,成都-锦江区,12-30,python软件工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,4.html",成都中软卓越
8000-9999/月,南京,12-30,Python研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",江苏国瑞信安科技有限公司
10000-14999/月,深圳-南山区,12-30,Python高级工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",深圳市葡萄信息技术有限公司
10000-19999/月,深圳,12-30,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",深圳市正易龙科技有限公司
10000-14999/月,长沙-岳麓区,12-30,Python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",湖南纳米娱乐网络科技有限公司
12000-15000/月,上海,12-30,期货项目软件测试工程师 会用Python,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",上海博为峰软件技术有限公司
10000-14999/月,武汉,12-30,中级python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",武汉火凤众创孵化运营服务股份有限...
10000-14999/月,异地招聘,12-30,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,8.html",北京中宇华兴科技有限公司
6000-7999/月,北京,12-27,python安全开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",北京江南天安科技有限公司
6000-13000/月,苏州,12-27,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",苏州工业园区测绘地理信息有限公司
10000-14999/月,上海,12-27,python数据挖掘研究员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",上海国泰广告有限公司
10000-14999/月,上海-普陀区,12-27,python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",上海银河数娱文化传播有限公司
20-30万/年,上海,12-27,"Software Engineer_Python/C,C++/EDA","http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,12.html",新思科技（上海）Synopsys
10000-20000/月,上海-静安区,12-13,资深Python 工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",千言信息技术（上海）有限公司
10-15万/年,异地招聘,12-13,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",达沃时代科技（武汉）有限公司
10000-20000/月,杭州,12-13,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",杭州轻触科技有限公司
6000-7999/月,成都,12-13,django python 开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",成都玖锦科技有限公司
10000-20000/月,宁波,12-13,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",宁波岳润信息科技有限公司
10000-14999/月,深圳-南山区,12-13,Linux python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",深圳市视维科技股份有限公司
5000-6999/月,广州-天河区,12-13,Python爬虫工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,15.html",广州迪奥信息科技有限公司
12000-20000/月,北京-海淀区,12-30,中级python web开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",北京网思科平科技有限公司
15000-25000/月,上海-普陀区,12-30,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",波罗蜜 全球购
10000-20000/月,武汉-江夏区,12-30,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",武汉卓翰网络科技有限公司
10000-20000/月,北京,12-30,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",北京国双科技有限公司
15000-25000/月,北京,12-30,Python研发工程师-爬虫方向,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",暴风集团股份有限公司
15000-25000/月,深圳-罗湖区,12-30,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,6.html",深圳广田云万家科技有限公司
6000-7999/月,上海,12-24,python助理工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",日晖金融集团
20000-40000/月,深圳,12-24,Python数据架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",深圳市丽海弘金科技有限公司
6000-12000/月,北京-西城区,12-24,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",北京传奇巴玛管理咨询有限公司
6000-7999/月,武汉,12-24,python web开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",武汉纤效电子科技有限公司
250000-400000/年,深圳,12-24,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,13.html",百默科技（深圳）有限公司
200000-350000/月,北京-海淀区,12-29,python工程师J,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",北京腾信卓越咨询有限公司
20-40/年,深圳-南山区,12-29,PHP/Python,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",深圳登岛网络科技有限公司
12000-18000/月,上海-浦东新区,12-29,大数据python开发工程师（银行金融）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",上海华腾软件系统有限公司
8000+ /月,广州,12-29,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",广州易活生物科技有限公司
8000-15000/月,上海-浦东新区,12-29,python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",上海锐赢信息技术有限公司
10000-15000/月,上海-虹口区,12-29,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,9.html",江苏福华中金互联网金融信息服务有...
15000-20000/月,上海-闵行区,12-30,Python研发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",上海葡萄纬度科技有限公司
5000-15000/月,北京-朝阳区,12-30,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",北京维卓网络科技有限公司
6000-8000/月,上海-闸北区,12-30,python后端开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",上海羽度数码科技有限公司
15000-19999/月,北京-朝阳区,12-30,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",北京银杏盛鸿投资管理有限公司
6000-7999/月,厦门,12-30,Python爬虫工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",厦门柏谷信息科技有限公司
6000-8000/月,深圳,12-30,Python运维开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,3.html",北京睿智融科控股股份有限公司
5000-10000/月,成都-青羊区,12-31,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",深圳市风云实业有限公司
8000-9999/月,济南-历下区,12-31,Python高级工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",济南顺购信息科技有限公司
4500-5999/月,西安,12-31,算法/大数据研究员(C++/Java/Python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",西安蓝峰企业管理服务有限公司
4500-5999/月,合肥,12-31,Python程序员/开发助理（应届可实习）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",合肥软世通信息技术有限公司
12000-24000/月,杭州-余杭区,12-31,高级Python,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",杭州默安科技有限公司
10000-14999/月,杭州-滨江区,12-31,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,1.html",浙江畅唐网络股份有限公司
4000-8000/月,厦门,11-15,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",厦门点触信息科技有限公司
8000-9999/月,北京-海淀区,11-15,软件开发工程师(Python),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",中国建筑设计院有限公司
6000-15000/月,杭州-滨江区,11-15,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",杭州沃趣科技股份有限公司
8000-15000/月,上海-徐汇区,11-14,Python web开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",段马乐（上海）实业有限公司
6000-12000/月,异地招聘,11-14,python工程师（工作地点：深圳）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",四川美好明天科技有限公司
6000-7999/月,广州,11-14,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",广州市优晟网络科技股份有限公司
6000-7999/月,上海-闵行区,11-14,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,18.html",上海君是信息科技有限公司
10000-20000/月,北京-海淀区,12-30,Python web应用开发程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",北京江民新科技术有限公司
,上海,12-30,服务端研发工程师-Python（万得子公司）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",万得信息技术股份有限公司（Wind资...
20-30万/年,上海-浦东新区,12-30,Python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",上海陆家嘴国际金融资产交易市场股...
6000-10000/月,广州-天河区,12-30,Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",广州传悦网络科技有限公司
8000-9999/月,上海,12-30,Python 开发工程师（外派）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",上海酷服信息科技有限公司
10000-30000/月,杭州,12-30,CG流程工程师/Python程序员,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",浙江紫桓华韵影视制作有限公司
10000-14999/月,北京,12-30,爬虫工程师（Python）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,5.html",北京麦圃国际投资顾问有限公司
20000-24999/月,上海-虹口区,12-31,大数据开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,25.html",西十区
15000-19999/月,异地招聘,12-31,运维工程师/配置部署工程师（重庆）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",上海希音信息技术有限公司成都分公司
15000-19999/月,北京-朝阳区,12-31,Java架构师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,27.html",北京杰迈利和科技有限公司
5000-7000/月,武汉-江夏区,11-28,python开发,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",武汉合创鼎联科技有限公司
20000-30000/月,北京-朝阳区,11-28,服务器端python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",北京易动世纪科技发展有限公司
10000-14999/月,深圳-罗湖区,11-28,python开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",深圳市同和信息技术有限公司
8000-15000/月,深圳-南山区,11-27,Python工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,17.html",深圳开普勒数据科技有限公司
,异地招聘,12-31,(SNC)系统测试工程师 (伺服驱动&变频器&电机)System Test Engineer-GMC (Nanjing),"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",西门子数控(南京)有限公司(SNC)
5000-15000/月,广州-番禺区,12-31,Java开发工程师/Java高级工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",广东紫晶信息存储技术股份有限公司
10000-20000/月,深圳-龙岗区,12-31,DBA,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",深圳市傲基电子商务股份有限公司
8000-15000/月,广州-海珠区,12-31,高级测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",广东逛周边科技有限公司
4500-5999/月,成都,12-31,后台开发工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",中卓信息技术有限公司
8000-15000/月,泉州,12-31,系统后端工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,19.html",泉州市新赤道网络科技有限公司
,北京,12-31,SOC Design Verification Manager,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",超威半导体（中国）有限公司
15000-25000/月,上海,12-31,引擎工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",上海火溶信息科技有限公司
15000-20000/月,北京,12-31,产品设计师-Linux运维方向,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",北京阿博泰克北大青鸟信息技术有限...
8000-9999/月,上海,12-31,高级的运维工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",融锋网络科技（上海）有限公司
134960-192800/年,北京-朝阳区,12-31,QA Analyst/Testing Engineer 测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,23.html",万宙商信通讯技术（北京）有限公司
10000-20000/月,武汉,12-31,算法工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",武汉鑫众源码科技有限公司
8000-9999/月,杭州-西湖区,12-31,软件测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",三替集团有限公司
140000-160000/年,嘉兴,12-31,大数据工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",杭州焱雷网络科技有限公司
10000-14999/月,西安,12-31,高薪诚聘软件项目经理,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",陕西云养老电子商务有限公司
6000-7999/月,天津-和平区,12-31,Underwriting Senior Analytical Specialist,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",捷信消费金融有限公司
10000-14999/月,上海-长宁区,12-31,运维工程师（后台）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",上海传漾广告有限公司
10000-14999/月,成都,12-31,数据挖掘建模师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,24.html",成都派沃特科技有限公司
8000-15000/月,杭州-西湖区,12-31,运维工程师（杭州）,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海驻云信息科技有限公司
4000-7000/月,成都-高新区,12-31,软件测试工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",优牧信息技术成都有限责任公司
6000-7999/月,广州-海珠区,12-31,财务数据分析主任,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",广州市方所文化发展有限公司
200000-450000/年,深圳,12-31,配置工程师,"http://search.51job.com/list/000000,000000,0000,00,9,99,python,2,20.html",上海斐讯数据通信技术有限公司
