salary,city,post_time,max_salary,url,company,title,min_salary
4500-5999/月,深圳,01-01,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,1.html",深圳市全渠道信息技术有限公司,审计员/ 审计助理/ 审计专员,4500
3000-4499/月,东莞-大朗镇,12-05,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,10.html",东莞市腾峰皮革贸易有限公司,财务/会计助理,3000
3000-4499/月,大连,11-28,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,10.html",盛捷天城服务公寓,会计,3000
4500-5999/月,广州-天河区,11-23,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,10.html",深圳市信诚联合保险公估有限公司,财务审计人员,4500
3000-4499/月,东莞,01-01,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,8.html",和记黄埔地产管理有限公司东莞分公司,财务/会计助理,3000
6000-7999/月,杭州-拱墅区,01-01,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,8.html",波特网络科技有限公司,会计 朝九晚六 可实习 国企待遇 下午茶提供,6000
2600-8000/月,郑州,01-01,8000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,8.html",郑州李唐电子科技有限公司,高薪诚聘会计出纳财务主管,2600
4000-6000/月,天津-河西区,12-06,6000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",立信会计师事务所（特殊普通合伙）...,高级审计员,4000
3000-5000/月,南昌,12-06,5000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",江西康华企业发展有限公司,审计员,3000
6000-7999/月,厦门,12-05,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",瑞华会计师事务所（特殊普通合伙）...,审计员,6000
6000-8000/月,中山,12-05,8000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",中山市鑫海精密制造科技有限公司,高级审计员,6000
3000-4499/月,惠州,12-05,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",深圳市澳华农牧有限公司,审计员,3000
1000-15000/月,上海-静安区,12-01,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,7.html",上海申合会计师事务所,审计员/高级审计员/审计主管(专兼职均可),1000
3000-4499/月,南京,12-21,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,6.html",江苏天元会计师事务所有限公司,审计员,3000
3500-6000/月,武汉-洪山区,12-21,6000,"http://search.51job.com/list/000000,000000,0000,00,9,99,%E5%AE%A1%E8%AE%A1%E5%91%98,2,6.html",武汉华中数控股份有限公司,审计员,3500
