salary,city,post_time,max_salary,url,company,title,min_salary
5000-7000/月,武汉-洪山区,12-30,7000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,37.html",武汉市晋升科技有限公司,c#后端开发工程师,5000
2000-2999/月,杭州-滨江区,12-30,2999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,37.html",NEC软件系统科技（杭州）有限公司,C/C++开发实习生,2000
8000-12000/月,武汉-江夏区,12-30,12000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,37.html",武汉吉祥美生物科技有限公司,C++高级,8000
3500-6000/月,深圳-龙岗区,12-30,6000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,37.html",深圳中科诺商贸有限公司,B2C 外贸业务员,3500
6000-12000/月,深圳-龙华新区,12-30,12000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,37.html",深圳市创新微科技有限公司,嵌入式 C/C++开发工程师,6000
3000-4499/月,厦门,12-30,4499,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,35.html",福建号码网软件开发有限公司,C++工程师（会易语言）,3000
8000-9999/月,苏州-工业园区,12-30,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,35.html",苏州不木网络科技有限公司,Windows C++高级研发工程师,8000
6000-7999/月,郑州,12-30,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,35.html",郑州软语科技有限公司,C++开发工程师,6000
10000-20000/月,北京,12-30,20000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,35.html",西安大医数码技术有限公司,C++软件工程师,10000
10000-18000/月,北京-海淀区,12-30,18000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,35.html",飞思达技术（北京）有限公司,C++研发组长（北京）,10000
6000-7999/月,武汉-洪山区,12-30,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,40.html",武汉大势智慧科技有限公司,C++软件程序员,6000
10000-14999/月,福州,12-30,14999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,33.html",福州世纪飞扬电子技术有限公司,C&C++软件开发工程师,10000
8000-15000/月,上海,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,33.html",上海砾阳软件有限公司,C++软件工程师,8000
2000-2999/月,沈阳,12-30,2999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,33.html",中软卓越集团（沈阳）,软件开发定岗实习生（Java/web/安卓/C）,2000
6000-7999/月,深圳,12-30,7999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,33.html",深圳市中科鼎创科技股份有限公司,C#软件工程师,6000
15000-19999/月,北京-海淀区,12-30,19999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,33.html",北京东润环能科技股份有限公司,C++高级研发工程师,15000
8000-12000/月,武汉,12-30,12000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,39.html",华科优建（武汉）工程信息发展有限...,C#开发工程师,8000
4500-5999/月,南京-秦淮区,12-30,5999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,39.html",南京安迈机电有限责任公司,C# 软件工程师,4500
8000-9999/月,苏州,12-30,9999,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,39.html",苏州小灵猫信息科技有限公司,C++视频研发工程师--高级,8000
10000-15000/月,大连-高新园区,12-30,15000,"http://search.51job.com/list/000000,000000,0000,00,9,99,c++,2,39.html",早道（大连）教育科技有限公司,C++开发工程师（高级）,10000
